Congregation,National_Affiliation,Sub_Affiliations,Name,Building_Type,Congregation_Race,Cross_Street,Street_Address,City_State,Zip_Code,Full Address,Latitude,Longitude
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Grace Baptist Church,Church,White,full address provided,935 Alvar St.,"New Orleans, Louisiana",70117,"935 Alvar St. New Orleans, Louisiana 70117",29.9644276,-90.0365684
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Lakeview Baptist Church,Church,White,full address provided,6001 West End Blvd.,"New Orleans, Louisiana",70124,"6001 West End Blvd. New Orleans, Louisiana 70124",30.000293,-90.114689
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Managan Chapel,Church,White,Chestnut and Sixth Sts.,2858 Chestnut St.,"New Orleans, Louisiana",70115,"2858 Chestnut St. New Orleans, Louisiana 70115",29.9271254,-90.0847926
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Margaret Memorial Baptist Church,Church,White,full address provided,3151 Dauphine St.,"New Orleans, Louisiana",70117,"3151 Dauphine St. New Orleans, Louisiana 70117",29.9643218,-90.0438895
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Napoleon Ave. Baptist Church,Church,White,Napoleon and S. Claiborne Aves.,2940 Napoleon Ave.,"New Orleans, Louisiana",70125,"2940 Napoleon Ave. New Orleans, Louisiana 70125",29.939642,-90.1038312
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Riverside Baptist Church,Church,White,full address provided,1137 Dante St.,"New Orleans, Louisiana",70118,"1137 Dante St. New Orleans, Louisiana 70118",29.9484075,-90.1316589
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,St. Charles Ave. Baptist Church,Church,White,full address provided,7100 St. Charles Ave.,"New Orleans, Louisiana",70118,"7100 St. Charles Ave. New Orleans, Louisiana 70118",29.9367249,-90.1268688
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Tabernacle Baptist Church,Church,White,full address provided,1823 Dauphine St.,"New Orleans, Louisiana",70116,"1823 Dauphine St. New Orleans, Louisiana 70116",29.9654803,-90.0603901
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Third Street Baptist Church,Church,White,full address provided,804 Third St.,"New Orleans, Louisiana",70130,"804 Third St. New Orleans, Louisiana 70130",29.9246623,-90.079228
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Trinity Baptist Church,Church,White,full address provided,1121 Flood St.,"New Orleans, Louisiana",70117,"1121 Flood St. New Orleans, Louisiana 70117",29.962078,-90.016589
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Valence St. Baptist Church,Church,White,full address provided,4636 Magazine St.,"New Orleans, Louisiana",70115,"4636 Magazine St. New Orleans, Louisiana 70115",29.9204074,-90.104715
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Baptist Bible Institute,Seminary and Institution,White,full address provided,1220 Washington Ave.,"New Orleans, Louisiana",70130,"1220 Washington Ave. New Orleans, Louisiana 70130",29.9273283,-90.0835953
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Baptist Rescue Mission,Seminary and Institution,White,full address provided,740 Esplanade Ave.,"New Orleans, Louisiana",70116,"740 Esplanade Ave. New Orleans, Louisiana 70116",29.963705,-90.0609345
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Emergency House for Women,Seminary and Institution,White,full address provided,732 Frenchmen St.,"New Orleans, Louisiana",70116,"732 Frenchmen St. New Orleans, Louisiana 70116",29.9652156,-90.0581016
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Rachel Sims Memorial Mission No. 1,Seminary and Institution,White,full address provided,729 Second St.,"New Orleans, Louisiana",70130,"729 Second St. New Orleans, Louisiana 70130",29.9249254,-90.0777062
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Southern Baptist Hospital,Seminary and Institution,White,full address provided,2700 Napoleon Ave.,"New Orleans, Louisiana",70115,"2700 Napoleon Ave. New Orleans, Louisiana 70115",29.937739,-90.1037042
Baptist,Southern Baptist Convention,Louisiana State Baptist Convention; New Orleans Baptist Association,Women's Missionary Union,Seminary and Institution,White,full address provided,1220 Washington Ave.,"New Orleans, Louisiana",70130,"1220 Washington Ave. New Orleans, Louisiana 70130",29.9273283,-90.0835953
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Amazon Baptist Church,Church,Black,full address provided,907 Deslonde St.,"New Orleans, Louisiana",70117,"907 Deslonde St. New Orleans, Louisiana 70117",29.961036,-90.024498
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Asia Baptist Church,Church,Black,full address provided,3727 Jumonville St.,"New Orleans, Louisiana",70122,"3727 Jumonville St. New Orleans, Louisiana 70122",29.995087,-90.0782381
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Asia Baptist Church,Church,Black,full address provided,1505 Forest St.,"New Orleans, Louisiana",70131,"1505 Forest St. New Orleans, Louisiana 70131",29.9006642,-89.9964363
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Asia Baptist Church No. 2,Church,Black,full address provided,3505 Gibson St.,"New Orleans, Louisiana",70122,"3505 Gibson St. New Orleans, Louisiana 70122",29.9930283,-90.0754472
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Beautiful Zion Baptist Church,Church,Black,full address provided,1019 Elmira St. ,"New Orleans, Louisiana",70114,"1019 Elmira St.  New Orleans, Louisiana 70114",29.9448433,-90.0475581
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Branch Bell Baptist Church,Church,Black,full address provided,1231 St. Maurice Ave.,"New Orleans, Louisiana",70117,"1231 St. Maurice Ave. New Orleans, Louisiana  70117",29.961113,-90.009034
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Broadway Mission Baptist Church,Church,Black,full address provided,121 Alvin Callender St.,"New Orleans, Louisiana",70118,"121 Alvin Callender St. New Orleans, Louisiana  70118",29.9333984,-90.1328084
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Community Baptist Church,Church,Black,full address provided,2031 Touro St.,"New Orleans, Louisiana",70116,"2031 Touro St. New Orleans, Louisiana  70116",29.9782103,-90.0600514
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Divine Providence Baptist Church,Church,Black,full address provided,2401 Annette St.,"New Orleans, Louisiana",70119,"2401 Annette St. New Orleans, Louisiana  70119",29.981515,-90.063545
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Emanuel Baptist Church,Church,Black,full address provided,3053 Law St.,"New Orleans, Louisiana",70117,"3053 Law St. New Orleans, Louisiana  70117",29.9833514,-90.0398224
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,First Pilgrim Baptist Church,Church,Black,full address provided,1300 St. Peter St.,"New Orleans, Louisiana",70119,"1300 St. Peter St. New Orleans, Louisiana  70119",29.9685795,-90.0810096
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,First Zion Baptist Church,Church,Black,full address provided,7601 Olive St.,"New Orleans, Louisiana",70125,"7601 Olive St. New Orleans, Louisiana  70125",29.960587,-90.109415
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Galilee Baptist Church,Church,Black,full address provided,1922 Lesseps St.,"New Orleans, Louisiana",70117,"1922 Lesseps St. New Orleans, Louisiana  70117",29.9733166,-90.0303004
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Greater Pure Light Baptist Church,Church,Black,full address provided,3944 Melpomene St.,"New Orleans, Louisiana",70130,"3944 Melpomene St. New Orleans, Louisiana  70130",29.9372748,-90.0715943
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Israel Baptist Church,Church,Black,full address provided,1701 Marais St.,"New Orleans, Louisiana",70116,"1701 Marais St. New Orleans, Louisiana  70116",29.9693863,-90.0626705
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Liberty Baptist Church,Church,Black,full address provided,1232 Desire St.,"New Orleans, Louisiana",70117,"1232 Desire St. New Orleans, Louisiana  70117",29.9686081,-90.0401754
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Morning Star Baptist Church,Church,Black,full address provided,8632 Cohn St.,"New Orleans, Louisiana",70118,"8632 Cohn St. New Orleans, Louisiana  70118",29.9561004,-90.1293173
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Mount Everest Baptist Church,Church,Black,full address provided,2839 First St.,"New Orleans, Louisiana",70113,"2839 First St. New Orleans, Louisiana  70113",29.9433873,-90.0902962
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Mount Herman Baptist Church,Church,Black,full address provided,2333 Perdido St.,"New Orleans, Louisiana",70119,"2333 Perdido St. New Orleans, Louisiana  70119",29.9580561,-90.0883764
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Mount Pilgrim Baptist Church,Church,Black,N. Derbigny and Tupelo Sts .,1698 Tupelo St.,"New Orleans, Louisiana",70117,"1698 Tupelo St. New Orleans, Louisiana  70117",29.9657288,-90.0085645
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Mount Pilgrim Baptist Church,Church,Black,full address provided,9111 Palmetto St.,"New Orleans, Louisiana",70118,"9111 Palmetto St. New Orleans, Louisiana  70118",29.973012,-90.118183
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Mount Triumph Baptist Church,Church,Black,full address provided,1736 Fern St.,"New Orleans, Louisiana",70118,"1736 Fern St. New Orleans, Louisiana  70118",29.9502705,-90.1237878
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,New Hope Baptist Church,Church,Black,full address provided,4022 Melpomene St.,"New Orleans, Louisiana",70130,"4022 Melpomene St. New Orleans, Louisiana  70130",29.9372748,-90.0715943
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Pleasant Green Baptist Church,Church,Black,full address provided,7471 Pitt St.,"New Orleans, Louisiana",70118,"7471 Pitt St. New Orleans, Louisiana  70118",29.9350696,-90.1332105
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Plymouth Rock Baptist Church,Church,Black,full address provided,235 Hillary St.,"New Orleans, Louisiana",70118,"235 Hillary St. New Orleans, Louisiana  70118",29.9369872,-90.1329064
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Prince of Peace Baptist Church,Church,Black,full address provided,8927 Fig St.,"New Orleans, Louisiana",70118,"8927 Fig St. New Orleans, Louisiana 70118",29.9662727,-90.1228487
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Progressive Baptist Church,Church,Black,full address provided,1210 S. Robertson St.,"New Orleans, Louisiana",70113,"1210 S. Robertson St. New Orleans, Louisiana 70113",29.9464721,-90.0833846
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Rising Star Baptist Church,Church,Black,full address provided,8817 Hickory St.,"New Orleans, Louisiana",70118,"8817 Hickory St. New Orleans, Louisiana 70118",29.9568916,-90.1312731
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Rising Sun Baptist Church,Church,Black,full address provided,2118 D'Abadie St.,"New Orleans, Louisiana",70119,"2118 D'Abadie St. New Orleans, Louisiana 70119",29.9774002,-90.069257
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Rock of Ages Baptist Church,Church,Black,full address provided,1921 N. Tonti St.,"New Orleans, Louisiana",70119,"1921 N. Tonti St. New Orleans, Louisiana 70119",29.9805378,-90.065371
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,St. James Baptist Church,Church,Black,full address provided,7002 Edinburgh St.,"New Orleans, Louisiana",70125,"7002 Edinburgh St. New Orleans, Louisiana 70125",29.9600103,-90.1075805
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,St. Joseph's Baptist Church,Church,Black,full address provided,3436 Fern St.,"New Orleans, Louisiana",70125,"3436 Fern St. New Orleans, Louisiana 70125",29.9624725,-90.1108298
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,St. Mark's Fourth Baptist Church,Church,Black,full address provided,2130 Perdido St.,"New Orleans, Louisiana",70112,"2130 Perdido St. New Orleans, Louisiana 70112",29.9566346,-90.0867597
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,St. Peter's Baptist Church,Church,Black,full address provided,1731 New Orleans St.,"New Orleans, Louisiana",70116,"1731 New Orleans St. New Orleans, Louisiana 70116",29.9748842,-90.0653798
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,St. Philip's Baptist Church,Church,Black,full address provided,1305 Magnolia St.,"New Orleans, Louisiana",70113,"1305 Magnolia St. New Orleans, Louisiana 70113",29.9462375,-90.0851111
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Second Baptist Church of the Sixth District,Church,Black,full address provided,4218 Laurel St.,"New Orleans, Louisiana",70115,"4218 Laurel St. New Orleans, Louisiana 70115",29.9185851,-90.0994673
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Second Free Mission Baptist Church,Church,Black,full address provided,1226 Burdette St.,"New Orleans, Louisiana",70118,"1226 Burdette St. New Orleans, Louisiana 70118",29.9456053,-90.1271424
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Second Zion Baptist Church,Church,Black,full address provided,2221 S. Claiborne Ave.,"New Orleans, Louisiana",70125,"2221 S. Claiborne Ave. New Orleans, Louisiana 70125",29.944868,-90.090738
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Sixth Missionary Baptist Church,Church,Black,full address provided,922 Felicity St.,"New Orleans, Louisiana",70130,"922 Felicity St. New Orleans, Louisiana 70130",29.9310626,-90.0720434
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Sixth Union Baptist Church,Church,Black,full address provided,2019 Orleans St.,"New Orleans, Louisiana",70116,"2019 Orleans St. New Orleans, Louisiana 70116",29.9608574,-90.0680141
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",First District Baptist Association of the State of Louisiana,Union Bethel Baptist Church,Church,Black,full address provided,1622 Dumaine St.,"New Orleans, Louisiana",70116,"1622 Dumaine St. New Orleans, Louisiana 70116",29.9651263,-90.0717155
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,Bright Morning Star Baptist Church,Church,Black,full address provided,2418 Louisiana Ave.,"New Orleans, Louisiana",70115,"2418 Louisiana Ave. New Orleans, Louisiana 70115",29.9356245,-90.0953905
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,Evening Star Baptist Church,Church,Black,full address provided,8926 Hickory St.,"New Orleans, Louisiana",70118,"8926 Hickory St. New Orleans, Louisiana 70118",29.9573043,-90.1323941
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,Evergreen Baptist Church,Church,Black,full address provided,3135 N. Tonti St.,"New Orleans, Louisiana",70117,"3135 N. Tonti St. New Orleans, Louisiana 70117",29.9800352,-90.0394131
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,First Morning Star Baptist Church,Church,Black,full address provided,3610 Third St.,"New Orleans, Louisiana",70125,"3610 Third St. New Orleans, Louisiana 70125",29.948263,-90.0968235
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,First Mount Calvary Baptist Church,Church,Black,full address provided,2816 Willow St.,"New Orleans, Louisiana",70113,"2816 Willow St. New Orleans, Louisiana 70113",29.9415614,-90.0938587
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,Greater Mount Zion Baptist Church,Church,Black,full address provided,1426 Perdido St.,"New Orleans, Louisiana",70112,"1426 Perdido St. New Orleans, Louisiana 70112",29.9523304,-90.0778861
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,Greater St. Stephen's Baptist Church,Church,Black,full address provided,2527 S. Liberty St.,"New Orleans, Louisiana",70113,"2527 S. Liberty St. New Orleans, Louisiana 70113",29.9379671,-90.0880056
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,Holy Trinity Baptist Church,Church,Black,full address provided,2845 Livaudais St.,"New Orleans, Louisiana",70130,"2845 Livaudais St. New Orleans, Louisiana 70130",29.9209382,-90.080013
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,Mount Gillea Baptist Church,Church,Black,full address provided,3319 Thalia St.,"New Orleans, Louisiana",70125,"3319 Thalia St. New Orleans, Louisiana 70125",29.9492672,-90.0914318
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,Mount Mariah Baptist Church,Church,Black,full address provided,147 Millaudon St.,"New Orleans, Louisiana",70118,"147 Millaudon St. New Orleans, Louisiana 70118",29.9342001,-90.1332865
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,New Hope Baptist Church,Church,Black,full address provided,2715 Washington Ave.,"New Orleans, Louisiana",70113,"2715 Washington Ave. New Orleans, Louisiana 70113",29.9403957,-90.0928202
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,New Light Baptist Church,Church,Black,full address provided,2010 Philip St.,"New Orleans, Louisiana",70113,"2010 Philip St. New Orleans, Louisiana 70113",29.9365777,-90.0849342
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,New Pleasant Zion Baptist Church,Church,Black,full address provided,1739 Tchoupitoulas St.,"New Orleans, Louisiana",70130,"1739 Tchoupitoulas St. New Orleans, Louisiana 70130",29.928117,-90.0672219
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,New Zion Baptist Church,Church,Black,full address provided,2319 Third St.,"New Orleans, Louisiana",70113,"2319 Third St. New Orleans, Louisiana 70113",29.9381339,-90.0886765
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,Pilgrims Rest Baptist Church,Church,Black,full address provided,1211 La Salle St.,"New Orleans, Louisiana",70113,"1211 La Salle St. New Orleans, Louisiana 70113",29.9513205,-90.0785456
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,Providence Baptist Church,Church,Black,full address provided,2311 Seventh St.,"New Orleans, Louisiana",70115,"2311 Seventh St. New Orleans, Louisiana 70115",29.9357962,-90.0924737
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,St. Paul Baptist Church,Church,Black,full address provided,435 Adele St.,"New Orleans, Louisiana",70130,"435 Adele St. New Orleans, Louisiana 70130",29.9257451,-90.070832
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Ideal Educational and Missionary Baptist Association,True Light Baptist Church,Church,Black,full address provided,1220 Gen. Ogden St.,"New Orleans, Louisiana",70118,"1220 Gen. Ogden St. New Orleans, Louisiana 70118",29.953371,-90.1359545
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Louisiana Freeman Missionary Baptist Association,Central Colored Missionary Baptist Church,Church,Black,full address provided,1438 Alabo St.,"New Orleans, Louisiana",70117,"1438 Alabo St. New Orleans, Louisiana 70117",29.9644997,-90.0120777
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",Southern Baptist Association,Christian Mission Baptist Church,Church,Black,full address provided,2019 Orleans St.,"New Orleans, Louisiana",70116,"2019 Orleans St. New Orleans, Louisiana 70116",29.9608574,-90.0680141
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",West Side Missionary Baptist Association,Antioch Baptist Church,Church,Black,full address provided,714 Louisiana Ave.,"New Orleans, Louisiana",70115,"714 Louisiana Ave. New Orleans, Louisiana 70115",29.918772,-90.0875185
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",West Side Missionary Baptist Association,First Free Mission Baptist Church,Church,Black,full address provided,426 La Marque St.,"New Orleans, Louisiana",70114,"426 La Marque St. New Orleans, Louisiana 70114",29.9426489,-90.0512881
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",West Side Missionary Baptist Association,Mount Olivet Baptist Church,Church,Black,full address provided,1230 Wagner Ave.,"New Orleans, Louisiana",70114,"1230 Wagner Ave. New Orleans, Louisiana 70114",29.9370197,-90.0403277
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",West Side Missionary Baptist Association,Mount Pilgrim Baptist Church,Church,Black,full address provided,429 Newton St.,"New Orleans, Louisiana",70114,"429 Newton St. New Orleans, Louisiana 70114",29.9450884,-90.051507
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",West Side Missionary Baptist Association,Mount Sinai Baptist Church,Church,Black,full address provided,1247 Leboeuf St.,"New Orleans, Louisiana",70114,"1247 Leboeuf St. New Orleans, Louisiana 70114",29.941946,-90.042625
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",West Side Missionary Baptist Association,New Salem Baptist Church,Church,Black,full address provided,1901 Whitney Ave.,"New Orleans, Louisiana",70114,"1901 Whitney Ave. New Orleans, Louisiana 70114",29.9213271,-90.0424668
Baptist,"The National Baptist Convention of the United States pf America, Incorporated",West Side Missionary Baptist Association,St. Stephen's Baptist Church,Church,Black,full address provided,1704 Leboeuf St.,"New Orleans, Louisiana",70114,"1704 Leboeuf St. New Orleans, Louisiana 70114",29.9387712,-90.0425321
Baptist,The National Baptist Convention of the United States,First District Baptist Association of the State of Louisiana,Austerlitz Street Baptist Church,Church,Black,full address provided,819 Austerlitz St.,"New Orleans, Louisiana",70115,"819 Austerlitz St. New Orleans, Louisiana 70115",29.9206279,-90.095442
Baptist,The National Baptist Convention of the United States,First District Baptist Association of the State of Louisiana,Beulah Baptist Church,Church,Black,full address provided,517 Upperline St.,"New Orleans, Louisiana",70115,"517 Upperline St. New Orleans, Louisiana 70115",29.9170196,-90.1079232
Baptist,The National Baptist Convention of the United States,First District Baptist Association of the State of Louisiana,First Free Mission Baptist Church,Church,Black,full address provided,919 Adams St.,"New Orleans, Louisiana",70118,"919 Adams St. New Orleans, Louisiana 70118",29.9425982,-90.1279807
Baptist,The National Baptist Convention of the United States,First District Baptist Association of the State of Louisiana,St. John's Baptist Church,Church,Black,full address provided,8540 Panola St.,"New Orleans, Louisiana",70118,"8540 Panola St. New Orleans, Louisiana 70118",29.95688,-90.127188
Baptist,The National Baptist Convention of the United States,First District Baptist Association of the State of Louisiana,Second Baptist Church,Church,Black,full address provided,2525 Melpomene St.,"New Orleans, Louisiana",70130,"2525 Melpomene St. New Orleans, Louisiana 70130",29.9391713,-90.075551
Baptist,The National Baptist Convention of the United States,Ideal Educational and Missionary Baptist Association,First Emanuel Baptist Church,Church,Black,full address provided,432 Erato St.,"New Orleans, Louisiana",70130,"432 Erato St. New Orleans, Louisiana 70130",29.9387987,-90.068643
Baptist,The National Baptist Convention of the United States,Ideal Educational and Missionary Baptist Association,Stronger Hope Baptist Church,Church,Black,full address provided,2401 S. Galvez St.,"New Orleans, Louisiana",70125,"2401 S. Galvez St. New Orleans, Louisiana 70125",29.9483904,-90.094292
Baptist,The National Baptist Convention of the United States,Louisiana Freedman Missionary Baptist State Association,East Jerusalem Baptist Church,Church,Black,full address provided,2817 N. Roman St.,"New Orleans, Louisiana",70117,"2817 N. Roman St. New Orleans, Louisiana 70117",29.975858,-90.045473
